agency_cd,site_id,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc8,interval,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,date_begin,date_end,count_nu,yr_begin,yr_end,yr_total
USGS,11022200,LOS COCHES C NR LAKESIDE CA,ST,32.83616156,-116.9003035,F,"NAD83",553.74,0.16,"NAVD88",18070304,dv,00060,00003,7738,NA,wat,NA,1645423,0,1983-10-01,2021-07-25,13810,1983,2021,38
USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,"NAD83",280,10,NGVD29,18070304,dv,00060,00003,7740,NA,wat,NA,1645423,0,1912-05-01,2021-07-25,39072,1912,2021,109
USGS,11023000,SAN DIEGO R A FASHION VALLEY AT SAN DIEGO CA,ST,32.76504998,-117.1686449,F,"NAD83",20,10,NGVD29,18070304,dv,00060,00003,7745,NA,wat,NA,1645423,0,1982-01-18,2021-07-25,14434,1982,2021,39
USGS,11023330,LOS PENASQUITOS C BL POWAY C NR POWAY CA,ST,32.94921245,-117.070032,F,"NAD83",NA,NA,NA,18070304,dv,00060,00003,7754,NA,wat,NA,1645423,0,1969-11-22,1993-09-29,8679,1969,1993,24
USGS,11023340,LOS PENASQUITOS C NR POWAY CA,ST,32.9431013,-117.1216999,F,"NAD83",254.74,0.16,"NAVD88",18070304,dv,00060,00003,295939,NA,wat,NA,1645423,0,1964-10-01,2021-07-25,20750,1964,2021,57
USGS,11025500,SANTA YSABEL C NR RAMONA CA,ST,33.1069866,-116.866137,F,"NAD83",847.88,10,NGVD29,18070304,dv,00060,00003,7760,NA,wat,NA,1645423,0,1912-02-01,2021-07-25,32439,1912,2021,109
USGS,11027000,GUEJITO C NR SAN PASQUAL CA,ST,33.1158743,-116.9530841,F,"NAD83",610,10,NGVD29,18070304,dv,00060,00003,7762,NA,wat,NA,1645423,0,1947-01-01,2021-07-25,18924,1947,2021,74
USGS,11028500,SANTA MARIA C NR RAMONA CA,ST,33.0522655,-116.9455844,F,"NAD83",1294.44,10,NGVD29,18070304,dv,00060,00003,7765,NA,wat,NA,1645423,0,1912-12-01,2021-07-25,30185,1912,2021,109
USGS,11042000,SAN LUIS REY R A OCEANSIDE CA,ST,33.21809119,-117.3603162,F,"NAD83",20,10,NGVD29,18070303,dv,00060,00003,7796,NA,wat,NA,1645423,0,1912-10-01,2021-07-25,32040,1912,2021,109
USGS,11042400,TEMECULA C NR AGUANGA CA,ST,33.45919759,-116.9236357,F,"NAD83",1590,20,NGVD29,18070302,dv,00060,00003,7799,NA,wat,NA,1645423,0,1957-08-01,2021-07-25,23003,1957,2021,64
USGS,11042631,PECHANGA C NR TEMECULA CA,ST,33.46416667,-117.1238889,F,"NAD83",1040,10,NGVD29,18070302,dv,00060,00003,7805,NA,wat,NA,1645423,0,1987-10-01,2021-07-25,12284,1987,2021,34
USGS,11042700,MURRIETA C NR MURRIETA CA,ST,33.55558075,-117.2314239,S,"NAD83",1105,10,NGVD29,18070302,dv,00060,00003,7806,NA,wat,NA,1645423,0,1997-10-01,2021-07-25,7991,1997,2021,24
USGS,11042800,WARM SPRINGS C NR MURRIETA CA,ST,33.53224867,-117.1769771,F,"NAD83",NA,NA,NA,18070302,dv,00060,00003,7807,NA,wat,NA,1645423,0,1987-10-01,2021-07-25,12131,1987,2021,34
USGS,11042900,SANTA GERTRUDIS C NR TEMECULA CA,ST,33.52447127,-117.1647544,F,"NAD83",1050,10,NGVD29,18070302,dv,00060,00003,7808,NA,wat,NA,1645423,0,1987-10-01,2021-07-25,11984,1987,2021,34
USGS,11043000,MURRIETA C A TEMECULA CA,ST,33.47975066,-117.1439203,F,"NAD83",970,10,NGVD29,18070302,dv,00060,00003,7809,NA,wat,NA,1645423,0,1930-10-01,2021-07-25,33168,1930,2021,91
USGS,11044000,SANTA MARGARITA R NR TEMECULA CA,ST,33.4739175,-117.1422536,F,"NAD83",950,10,NGVD29,18070302,dv,00060,00003,7810,NA,wat,NA,1645423,0,1923-02-01,2021-07-25,35968,1923,2021,98
USGS,11044250,RAINBOW C NR FALLBROOK CA,ST,33.40753006,-117.200867,F,"NAD83",NA,NA,NA,18070302,dv,00060,00003,7823,NA,wat,NA,1645423,0,1989-11-01,2021-07-25,11587,1989,2021,32
USGS,11044300,SANTA MARGARITA R A FPUD SUMP NR FALLBROOK CA,ST,33.41364059,-117.2411462,F,"NAD83",NA,NA,NA,18070302,dv,00060,00003,7824,NA,wat,NA,1645423,0,1989-10-01,2021-07-25,11619,1989,2021,32
USGS,11044350,SANDIA C NR FALLBROOK CA,ST,33.42447348,-117.249202,S,"NAD83",380,10,NGVD29,18070302,dv,00060,00003,7833,NA,wat,NA,1645423,0,1989-10-01,2021-07-25,11618,1989,2021,32
USGS,11044800,DE LUZ C NR DE LUZ CA,ST,33.4197511,-117.3217044,S,"NAD83",270,10,NGVD29,18070302,dv,00060,00003,7836,NA,wat,NA,1645423,0,1992-10-01,2021-07-25,10523,1992,2021,29
USGS,11045300,FALLBROOK C NR FALLBROOK CA,ST,33.34697584,-117.3178152,S,"NAD83",190,10,NGVD29,18070302,dv,00060,00003,7840,NA,wat,NA,1645423,0,1993-10-01,2021-07-25,10158,1993,2021,28
USGS,11045600,ONEILL LAKE OUTLET CH NR FALLBROOK CA,ST,33.3250321,-117.3255931,S,"NAD83",100,10,NGVD29,18070302,dv,00060,00003,7842,NA,wat,NA,1645423,0,1998-10-01,2021-07-25,8090,1998,2021,23
USGS,11045700,ONEILL LK SPILL CH NR FALLBROOK CA,ST,33.32892087,-117.3272599,S,"NAD83",110,10,NGVD29,18070302,dv,00060,00003,7843,NA,wat,NA,1645423,0,1998-10-01,2021-07-25,8094,1998,2021,23
USGS,11046000,SANTA MARGARITA R A YSIDORA CA,ST,33.3111436,-117.3472604,S,"NAD83",NA,NA,NA,18070302,dv,00060,00003,7845,NA,wat,NA,1645423,0,1923-03-01,2021-07-25,33530,1923,2021,98
USGS,11046090,LAS FLORES C A LAS PULGAS CYN NR OCEANSIDE CA,ST,33.31864303,-117.4378185,S,"NAD83",110,10,NGVD29,18070301,dv,00060,00003,7902,NA,wat,NA,1645423,0,1998-10-01,2014-10-06,5850,1998,2014,16
USGS,11046100,LAS FLORES C NR OCEANSIDE CA,ST,33.2936111,-117.4530556,1,"NAD83",40,10,NGVD29,18070301,dv,00060,00003,7903,NA,wat,NA,1645423,0,1951-10-01,2021-07-25,19652,1951,2021,70
USGS,11046250,SAN ONOFRE C A SAN ONOFRE CA,ST,33.38391854,-117.5742128,F,"NAD83",15,10,NGVD29,18070301,dv,00060,00003,7917,NA,wat,NA,1645423,0,1946-10-01,2010-10-05,12312,1946,2010,64
USGS,11046360,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,ST,33.42641717,-117.5703242,S,"NAD83",93.1,0.16,"NAVD88",18070301,dv,00060,00003,7935,NA,wat,NA,1645423,0,1993-10-01,2021-07-25,10157,1993,2021,28
USGS,11046530,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,ST,33.5025264,-117.6481058,F,"NAD83",NA,NA,NA,18070301,dv,00060,00003,7961,NA,wat,NA,1645423,0,1985-10-01,2021-07-25,13080,1985,2021,36
USGS,11047300,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,ST,33.49835999,-117.6658843,S,"NAD83",80,10,NGVD29,18070301,dv,00060,00003,7972,NA,wat,NA,1645423,0,1972-10-01,2021-07-25,13444,1972,2021,49
USGS,11048200,AGUA CHINON WASH NR IRVINE CA,ST,33.67890959,-117.7142187,S,"NAD83",440,10,NGVD29,18070204,dv,00060,00003,7980,NA,wat,NA,1645423,0,2002-07-01,2020-10-25,6692,2002,2020,18
USGS,11048400,MARSHBURN CHANNEL NR IRVINE CA,ST,33.68390946,-117.7453307,S,"NAD83",275,10,NGVD29,18070204,dv,00060,00003,7981,NA,wat,NA,1645423,0,2002-07-01,2014-03-31,4292,2002,2014,12
USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,"NAD83",30,5,NGVD29,18070204,dv,00060,00003,8003,NA,wat,NA,1645423,0,2001-07-01,2021-07-25,7328,2001,2021,20
USGS,11049250,SCE SANTA ANA R CN LOW FLOW REL BL NO 1 DIV DAM,ST,34.16138889,-117.0155556,U,"NAD83",3440,20,NGVD29,18070203,dv,00060,00003,213383,NA,wat,NA,1645423,0,2006-02-08,2020-09-30,5349,2006,2020,14
USGS,11049500,SCE SANTA ANA R CN AB PP3 NR MENTONE CA,ST,34.11362248,-117.0964244,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,213064,NA,wat,NA,1645423,0,1974-10-01,2021-05-31,17045,1974,2021,47
USGS,11049590,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,ST,34.1089004,-117.096702,S,"NAD83",2320,20,NGVD29,18070203,dv,00060,00003,213384,NA,wat,NA,1645423,0,2006-10-01,2020-12-31,4949,2006,2020,14
USGS,11051499,SANTA ANA R NR MENTONE (RIVER ONLY) CA,ST,34.10834489,-117.1005911,F,"NAD83",1950,20,NGVD29,18070203,dv,00060,00003,295955,NA,wat,NA,1645423,0,1994-10-01,2021-07-25,9793,1994,2021,27
USGS,11051500,SANTA ANA R NR MENTONE CA,ST,34.10834489,-117.1005911,F,"NAD83",1950,20,NGVD29,18070203,dv,00060,00003,213385,NA,wat,NA,1645423,0,1896-07-01,2021-07-25,45577,1896,2021,125
USGS,11051501,SANTA ANA R NR MENTONE CN + CN CA,ST,34.10834489,-117.1005911,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,213403,NA,wat,NA,1645423,0,1912-03-01,2020-12-31,39664,1912,2020,108
USGS,11051502,SAR SUPP GAGE NR MENTONE CA,ST,34.10834489,-117.1005911,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8014,NA,wat,NA,1645423,0,1977-10-01,2021-07-25,12505,1977,2021,44
USGS,11053000,MILL C POWER CN NO 1 NR YUCAIPA CA,ST,34.09112315,-117.0372547,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8021,NA,wat,NA,1645423,0,1972-07-07,1992-09-30,7325,1972,1992,20
USGS,11055350,PLUNGE C UP DIV NR EAST HIGHLANDS CA,ST,34.13973269,-117.1494826,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8027,NA,wat,NA,1645423,0,1965-10-01,2012-11-14,14069,1965,2012,47
USGS,11055400,PLUNGE C MID DIV NR EAST HIGHLANDS CA,ST,34.1233444,-117.140593,S,"NAD83",1760,10,NGVD29,18070203,dv,00060,00003,8029,NA,wat,NA,1645423,0,1974-10-01,2012-11-14,13558,1974,2012,38
USGS,11055500,PLUNGE C NR EAST HIGHLANDS CA,ST,34.11834458,-117.141704,F,"NAD83",1590,20,NGVD29,18070203,dv,00060,00003,8030,NA,wat,NA,1645423,0,1919-02-01,2021-07-25,37425,1919,2021,102
USGS,11055501,PLUNGE C NR EAST HIGHLANDS AND CANALS CA,ST,34.11834458,-117.141704,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8031,NA,wat,NA,1645423,0,1951-04-01,2012-09-29,22463,1951,2012,61
USGS,11055700,CITY C WATER CO CN NR HIGHLAND CA,ST,34.14417698,-117.1892063,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8032,NA,wat,NA,1645423,0,1927-10-01,2021-06-02,21862,1927,2021,94
USGS,11055800,CITY C NR HIGHLAND CA,ST,34.1438992,-117.1886507,F,"NAD83",1580,20,NGVD29,18070203,dv,00060,00003,8033,NA,wat,NA,1645423,0,1919-10-01,2021-07-25,37186,1919,2021,102
USGS,11055801,CITY C NR HIGHLAND CA.+ CANALS CA,ST,34.1438992,-117.1886507,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,222411,NA,wat,NA,1645423,0,1924-05-27,2021-06-02,35436,1924,2021,97
USGS,11057500,SAN TIMOTEO C NR LOMA LINDA CA,ST,34.0614024,-117.2675419,F,"NAD83",1040,10,NGVD29,18070203,dv,00060,00003,8045,NA,wat,NA,1645423,0,1954-10-01,2021-07-25,21897,1954,2021,67
USGS,11058500,E TWIN C NR ARROWHEAD SPRINGS CA,ST,34.17917556,-117.2655982,S,"NAD83",1590,20,NGVD29,18070203,dv,00060,00003,8049,NA,wat,NA,1645423,0,1919-12-27,2021-07-25,36772,1919,2021,102
USGS,11059300,SANTA ANA R A E ST NR SAN BERNARDINO CA,ST,34.0650131,-117.3003208,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8056,NA,wat,NA,1645423,0,1939-03-01,2021-07-25,25367,1939,2021,82
USGS,11060400,WARM C NR SAN BERNARDINO CA,ST,34.07834596,-117.3003209,F,"NAD83",960,10,NGVD29,18070203,dv,00060,00003,8060,NA,wat,NA,1645423,0,1964-03-01,2021-07-25,20235,1964,2021,57
USGS,11060900,SCE LYTLE C CONDUIT NR FONTANA CA,ST,34.20278567,-117.4494936,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,213126,NA,wat,NA,1645423,0,1971-10-01,2021-05-31,18141,1971,2021,50
USGS,11061000,FONTANA WATER CO INFILTRATION LINE NR FONTANA CA,ST,34.20278567,-117.4494936,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,213128,NA,wat,NA,1645423,0,1971-10-01,2021-05-31,18141,1971,2021,50
USGS,11062000,LYTLE C NR FONTANA CA,ST,34.2122298,-117.458105,F,"NAD83",2380,20,NGVD29,18070203,dv,00060,00003,8070,NA,wat,NA,1645423,0,1918-10-01,2021-07-25,37312,1918,2021,103
USGS,11062001,LYTLE+BRLNE+COND+INF - W27 CA,ST,34.2122298,-117.458105,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,222412,NA,wat,NA,1645423,0,1899-01-01,2021-05-31,42244,1899,2021,122
USGS,11062300,FONTANA UWC BREEDLINE NR FONTANA CA,ST,34.20306344,-117.4494936,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8073,NA,wat,NA,1645423,0,1971-11-10,1992-09-29,7629,1971,1992,21
USGS,11062399,FONTANA WATER CO SURFACE DIV WEIR 2 NR FONTANA CA,ST,34.20278567,-117.4494936,S,"NAD83",2240,20,NGVD29,18070203,dv,00060,00003,8074,NA,wat,NA,1645423,0,1992-10-01,2021-07-25,10523,1992,2021,29
USGS,11062400,FONTANA WATER CO SURFACE DIV NR FONTANA CA,ST,34.20306344,-117.4494936,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8075,NA,wat,NA,1645423,0,1971-12-01,2021-07-24,17945,1971,2021,50
USGS,11062402,LYTLE C SURFACE DIV NR FONTANA CA,ST,34.20306344,-117.4494936,S,"NAD83",2240,20,NGVD29,18070203,dv,00060,00003,226050,NA,wat,NA,1645423,0,1971-12-01,2021-07-24,17948,1971,2021,50
USGS,11062450,FONTANA PH FOREBAY SPILLWAY NR FONTANA CA,ST,34.20278567,-117.4492158,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8079,NA,wat,NA,1645423,0,1972-10-01,2021-07-25,17828,1972,2021,49
USGS,11062700,LYTLE C DIV TO FONTANA PH AVM NR FONTANA CA,ST,34.1554722,-117.3975833,S,"NAD83",1591,20,NGVD29,18070203,dv,00060,00003,224424,NA,wat,NA,1645423,0,1972-10-01,2021-05-31,17774,1972,2021,49
USGS,11062800,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,ST,34.155565,-117.3956025,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8081,NA,wat,NA,1645423,0,1971-12-01,2021-07-25,18044,1971,2021,50
USGS,11062820,FONTANA WATER CO DIV NR FONTANA CA,ST,34.1547317,-117.3967137,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8083,NA,wat,NA,1645423,0,1975-10-01,2017-10-02,15343,1975,2017,42
USGS,11063500,LONE PINE C NR KEENBROOK CA,ST,34.2663946,-117.4639388,F,"NAD83",2605.92,20,NGVD29,18070203,dv,00060,00003,8085,NA,wat,NA,1645423,0,1920-01-01,2008-09-29,28488,1920,2008,88
USGS,11063510,CAJON C BL LONE PINE C NR KEENBROOK CA,ST,34.2633392,-117.4669944,F,"NAD83",2600,20,NGVD29,18070203,dv,00060,00003,8086,NA,wat,NA,1645423,0,1971-10-01,2021-07-25,16002,1971,2021,50
USGS,11063680,DEVIL CYN C NR SAN BERNARDINO CA,ST,34.20834107,-117.331434,F,"NAD83",2080,20,NGVD29,18070203,dv,00060,00003,8087,NA,wat,NA,1645423,0,1920-01-01,2021-07-25,37095,1920,2021,101
USGS,11063682,EB CA AQUEDUCT A DEVIL CYN PP NR SAN BERNARDINO CA,ST,34.20556339,-117.3344897,S,"NAD83",1939,20,NGVD29,18070203,dv,00060,00003,213424,NA,wat,NA,1645423,0,1995-10-01,2020-09-30,8767,1995,2020,25
USGS,11065000,LYTLE C A COLTON CA,ST,34.07890146,-117.3055989,F,"NAD83",NA,NA,NA,18070203,dv,00060,00003,8090,NA,wat,NA,1645423,0,1957-10-01,2021-07-25,23042,1957,2021,64
USGS,11066460,SANTA ANA R A MWD CROSSING CA,ST,33.96862566,-117.4483806,F,"NAD83",685,10,NGVD29,18070203,dv,00060,00003,8098,NA,wat,NA,1645423,0,1970-03-09,2021-07-25,18767,1970,2021,51
USGS,11069500,SAN JACINTO R NR SAN JACINTO,ST,33.73807629,-116.8339098,S,"NAD83",1920,20,NGVD29,18070202,dv,00060,00003,8129,NA,wat,NA,1645423,0,1920-10-01,2021-07-25,34977,1920,2021,101
USGS,11069501,SAN JACINTO R NR SAN JACINTO + CANALS CA,ST,33.73807629,-116.8339098,F,"NAD83",NA,NA,NA,18070202,dv,00060,00003,8131,NA,wat,NA,1645423,0,1948-10-01,1990-09-29,15339,1948,1990,42
USGS,11070020,BAUTISTA C AT HD OF FLOOD CHANNEL NR HEMET CA,ST,33.7116884,-116.868633,F,"NAD83",NA,NA,NA,18070202,dv,00060,00003,8133,NA,wat,NA,1645423,0,1987-10-01,2006-09-29,6939,1987,2006,19
USGS,11070210,SAN JACINTO R A RAMONA EXPRESSWAY NR LAKEVIEW CA,ST,33.83974065,-117.135866,S,"NAD83",1420,10,NGVD29,18070202,dv,00060,00003,8139,NA,wat,NA,1645423,0,2000-08-23,2021-07-23,7626,2000,2021,21
USGS,11070270,PERRIS VALLEY STORM DR A NUEVO RD NR PERRIS CA,ST,33.80113024,-117.2061469,F,"NAD83",1405.37,0.16,"NAVD88",18070202,dv,00060,00003,8153,NA,wat,NA,1645423,0,1969-10-01,2021-07-25,13193,1969,2021,52
USGS,11070365,SAN JACINTO R NR SUN CITY CA,ST,33.74613114,-117.231703,S,"NAD83",1400,20,NGVD29,18070202,dv,00060,00003,8154,NA,wat,NA,1645423,0,2000-08-25,2021-07-25,7638,2000,2021,21
USGS,11070465,SALT C A MURRIETA RD NR SUN CITY CA,ST,33.6941882,-117.2055903,S,"NAD83",1405,20,NGVD29,18070202,dv,00060,00003,8156,NA,wat,NA,1645423,0,1983-10-01,2021-07-25,8330,1983,2021,38
USGS,11070500,SAN JACINTO R NR ELSINORE CA,ST,33.66418858,-117.293927,F,"NAD83",1270,20,NGVD29,18070202,dv,00060,00003,8158,NA,wat,NA,1645423,0,1916-01-01,2021-07-25,38556,1916,2021,105
USGS,11072100,TEMESCAL C AB MAIN ST A CORONA CA,ST,33.8891821,-117.5628274,F,"NAD83",600,10,NGVD29,18070203,dv,00060,00003,8161,NA,wat,NA,1645423,0,1980-10-01,2021-07-25,14473,1980,2021,41
USGS,11073300,SAN ANTONIO C A RIVERSIDE DRIVE NR CHINO CA,ST,34.01862319,-117.7306118,S,"NAD83",735,5,NGVD29,18070203,dv,00060,00003,8166,NA,wat,NA,1645423,0,1998-12-19,2021-07-25,8253,1998,2021,23
USGS,11073360,CHINO C A SCHAEFER AVENUE NR CHINO CA,ST,34.00390144,-117.7270006,S,"NAD83",685,5,NGVD29,18070203,dv,00060,00003,8167,NA,wat,NA,1645423,0,1969-10-01,2021-07-25,18924,1969,2021,52
USGS,11073493,W BR CUCAMONGA CHANNEL AB ELY PERC BASIN A ONTARIO,ST,34.0375119,-117.6200532,S,"NAD83",850,2.5,NGVD29,18070203,dv,00060,00003,8170,NA,wat,NA,1645423,0,1996-10-01,2010-12-31,5205,1996,2010,14
USGS,11073495,CUCAMONGA C NR MIRA LOMA CA,ST,33.9827912,-117.5994966,F,"NAD83",660,10,NGVD29,18070203,dv,00060,00003,8174,NA,wat,NA,1645423,0,1968-02-01,2021-07-25,19024,1968,2021,53
USGS,11074000,SANTA ANA R BL PRADO DAM CA,ST,33.88334875,-117.6453296,F,"NAD83",451.58,0.16,"NAVD88",18070203,dv,00060,00003,8183,NA,wat,NA,1645423,0,1940-09-30,2021-07-25,29517,1940,2021,81
USGS,11075720,CARBON C BL CARBON CYN DAM CA,ST,33.91334748,-117.8425584,F,"NAD83",NA,NA,NA,18070106,dv,00060,00003,8209,NA,wat,NA,1645423,0,1961-10-01,2021-07-25,21845,1961,2021,60
USGS,11075800,SANTIAGO C A MODJESKA CA,ST,33.70890848,-117.635605,S,"NAD83",1340,20,NGVD29,18070203,dv,00060,00003,8220,NA,wat,NA,1645423,0,1961-10-01,2021-07-25,21846,1961,2021,60
USGS,11077500,SANTIAGO C A SANTA ANA CA,ST,33.7702946,-117.8845014,F,"NAD83",110,2.5,NGVD29,18070203,dv,00060,00003,8223,NA,wat,NA,1645423,0,1928-10-01,2021-07-25,33819,1928,2021,93
USGS,11078000,SANTA ANA R A SANTA ANA CA,ST,33.75112815,-117.9083906,F,"NAD83",70,2.5,NGVD29,18070203,dv,00060,00003,295961,NA,wat,NA,1645423,0,1923-02-01,2021-07-25,35603,1923,2021,98
USGS,11085000,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,ST,34.11223019,-117.9695092,F,"NAD83",400,0.1,NGVD29,18070106,dv,00060,00003,8242,NA,wat,NA,1645423,0,1942-10-01,2021-07-25,26227,1942,2021,79
USGS,11087020,SAN GABRIEL R AB WHITTIER NARROWS DAM CA,ST,34.03417767,-118.0381225,F,"NAD83",NA,NA,NA,18070106,dv,00060,00003,295965,NA,wat,NA,1645423,0,1955-10-01,2021-07-25,21846,1955,2021,66
USGS,11088500,BREA C BL BREA DAM NR FULLERTON CA,ST,33.88779206,-117.9264496,F,"NAD83",NA,NA,NA,18070106,dv,00060,00003,8254,NA,wat,NA,1645423,0,1942-01-01,2021-07-25,29057,1942,2021,79
USGS,11089500,FULLERTON C BL FULLERTON DAM NR BREA CA,ST,33.89584765,-117.8861706,F,"NAD83",NA,NA,NA,18070106,dv,00060,00003,8257,NA,wat,NA,1645423,0,1941-10-01,2021-07-25,29150,1941,2021,80
USGS,11092450,LOS ANGELES R A SEPULVEDA DAM CA,ST,34.16167247,-118.466749,F,"NAD83",663,10,NGVD29,18070105,dv,00060,00003,8265,NA,wat,NA,1645423,0,1931-10-01,2021-07-25,24391,1931,2021,90
USGS,11097000,BIG TUJUNGA C BL HANSEN DAM CA,ST,34.25361395,-118.38897,F,"NAD83",NA,NA,NA,18070105,dv,00060,00003,295968,NA,wat,NA,1645423,0,1932-05-01,2021-07-25,31615,1932,2021,89
USGS,11101250,RIO HONDO AB WHITTIER NARROWS DAM CA,ST,34.05834368,-118.0717348,F,"NAD83",NA,NA,NA,18070105,dv,00060,00003,8287,NA,wat,NA,1645423,0,1956-03-01,2021-07-25,23885,1956,2021,65
USGS,11102300,RIO HONDO BL WHITTIER NARROWS DAM CA,ST,34.0166788,-118.0884018,F,"NAD83",NA,NA,NA,18070105,dv,00060,00003,295969,NA,wat,NA,1645423,0,1966-10-01,2020-09-30,19724,1966,2020,54
USGS,11106550,CALLEGUAS C NR CAMARILLO CA,ST,34.17944989,-119.0398242,F,"NAD83",58.42,0.05,NGVD29,18070103,dv,00060,00003,165963,NA,wat,NA,1645423,0,1968-10-01,2016-10-30,12812,1968,2016,48
USGS,11108134,CASTAIC C BLW MWD DIV BLW CASTAIC LK NR CASTAIC,ST,34.5194364,-118.6103652,S,"NAD83",1240,20,NGVD29,18070102,dv,00060,00003,213432,NA,wat,NA,1645423,0,1994-10-01,2020-09-30,8766,1994,2020,26
USGS,11108500,SANTA CLARA RIVER AT L.A.-VENTURA CO. LINE CA,ST,34.39971939,-118.7048126,F,"NAD83",794.93,10,NGVD29,18070102,dv,00060,00003,8346,NA,wat,NA,1645423,0,1952-10-01,1996-10-21,16092,1952,1996,44
USGS,11109000,SANTA CLARA R NR PIRU CA,ST,34.40360813,-118.739258,S,"NAD83",710,10,NGVD29,18070102,dv,00060,00003,8352,NA,wat,NA,1645423,0,1927-10-01,2021-07-25,10887,1927,2021,94
USGS,11109375,PIRU C BL BUCK C NR PYRAMID LK CA,ST,34.6660963,-118.8242608,F,"NAD83",NA,NA,NA,18070102,dv,00060,00003,213436,NA,wat,NA,1645423,0,1976-10-01,2020-09-30,9861,1976,2020,44
USGS,11109395,CANADA DE LOS ALAMOS AB PYRAMID LK CA,ST,34.69192849,-118.7912038,F,"NAD83",NA,NA,NA,18070102,dv,00060,00003,213438,NA,wat,NA,1645423,0,1976-10-01,2020-09-30,11322,1976,2020,44
USGS,11109396,CA AQUEDUCT A N PORTAL TEHACHAPI TNL NR GORMAN CA,ST,34.9294166,-118.8056509,S,"NAD83",3220,25,NGVD29,18030003,dv,00060,00003,8363,NA,wat,NA,1645423,0,1995-10-01,2015-09-30,6209,1995,2015,20
USGS,11109525,PIRU C BL PYRAMID LK NR GORMAN CA,ST,34.64165299,-118.7645362,F,"NAD83",2200,0.05,NGVD29,18070102,dv,00060,00003,213447,NA,wat,NA,1645423,0,1988-10-01,2019-09-30,10591,1988,2019,31
USGS,11109600,PIRU CREEK ABOVE LAKE PIRU CA,ST,34.52304728,-118.7570362,F,"NAD83",1058.55,0.1,NGVD29,18070102,dv,00060,00003,295971,NA,wat,NA,1645423,0,1955-10-01,2021-07-25,24037,1955,2021,66
USGS,11109800,PIRU CREEK BELOW SANTA FELICIA DAM CA,ST,34.4602723,-118.7520361,F,"NAD83",NA,NA,NA,18070102,dv,00060,00003,8379,NA,wat,NA,1645423,0,1955-10-01,2021-07-25,22204,1955,2021,66
USGS,11113001,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,ST,34.45082807,-118.9259322,F,"NAD83",NA,NA,NA,18070102,dv,00060,00003,8408,NA,wat,NA,1645423,0,1939-10-01,1993-01-14,19056,1939,1993,54
USGS,11113500,SANTA PAULA C NR SANTA PAULA,ST,34.4133295,-119.0823272,F,"NAD83",619.43,0.01,NGVD29,18070102,dv,00060,00003,8411,NA,wat,NA,1645423,0,1927-10-01,2021-07-20,33897,1927,2021,94
USGS,11114000,SANTA CLARA RIVER AT MONTALVO CA,ST,34.27889168,-119.142051,F,"NAD83",120,10,NGVD29,18070102,dv,00060,00003,295977,NA,wat,NA,1645423,0,1927-10-01,2004-09-29,20819,1927,2004,77
USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,"NAD83",1380,20,"NAVD88",18070101,dv,00060,00003,8427,NA,wat,NA,1645423,0,2002-02-15,2021-07-25,6574,2002,2021,19
USGS,11118400,VENTURA R DIV NR VENTURA CA,ST,34.35833118,-119.310669,F,"NAD83",NA,NA,NA,18070101,dv,00060,00003,8442,NA,wat,NA,1645423,0,1969-10-01,2008-09-11,12749,1969,2008,39
USGS,11118500,VENTURA R NR VENTURA,ST,34.35222038,-119.3084466,F,"NAD83",200,10,NGVD29,18070101,dv,00060,00003,8444,NA,wat,NA,1645423,0,1929-10-01,2021-07-25,33534,1929,2021,92
