comid,metric,p10,p25,p50,p75,p90,source,result_type,gageid,gagetype,station_nm,usgs_lat,usgs_lon,MP_metric,class3_id,class3_name,CLASS_NAME
22554826,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11062001,ALT,LYTLE+BRLNE+COND+INF - W27 CA,34.2122298,-117.458105,0.21428571428571425,2,MIXED,low-volume snowmelt and rain
22554826,SP_Tim,146.051666666667,163,192.5625,219.425,235.334166666667,model,predicted,11062001,ALT,LYTLE+BRLNE+COND+INF - W27 CA,34.2122298,-117.458105,0.21428571428571425,2,MIXED,low-volume snowmelt and rain
22554826,Wet_BFL_Dur,46.5475,64.3625,97.6458333333333,130.175,157.516666666666,model,predicted,11062001,ALT,LYTLE+BRLNE+COND+INF - W27 CA,34.2122298,-117.458105,0.21428571428571425,2,MIXED,low-volume snowmelt and rain
22554826,Wet_BFL_Mag_10,7.06295529308762,11.2577131152175,16.4127978362712,25.1027966938325,41.9232866822466,model,predicted,11062001,ALT,LYTLE+BRLNE+COND+INF - W27 CA,34.2122298,-117.458105,0.21428571428571425,2,MIXED,low-volume snowmelt and rain
22554826,Wet_BFL_Mag_50,15.7756452844852,26.5120329072603,42.4457015381101,70.6640613568798,104.402129137401,model,predicted,11062001,ALT,LYTLE+BRLNE+COND+INF - W27 CA,34.2122298,-117.458105,0.21428571428571425,2,MIXED,low-volume snowmelt and rain
22554826,Wet_Tim,47.5,69.1625,89.475,102.40625,121.525,model,predicted,11062001,ALT,LYTLE+BRLNE+COND+INF - W27 CA,34.2122298,-117.458105,0.21428571428571425,2,MIXED,low-volume snowmelt and rain
24843814,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_10,930.019408849646,1391.65449188724,1608.5465908856102,1841.09601746177,2730.68664113278,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_2,168.752739949421,209.606540914862,286.054113739969,472.697063388331,730.255548587395,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_5,532.7933,782.9776,923.9439,1107.758,1789.62,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,DS_Dur_WS,83.45,110.802083333333,144.645833333333,177.2625,208.3325,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,DS_Mag_50,4.58738067930112,7.01419196036468,9.21503323114488,12.3800367632162,16.6843810357527,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,DS_Mag_90,5.54845851796301,9.46086197233893,14.1659811745515,19.9644553300346,31.6059516347134,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,DS_Tim,265.2025,285.25,298.666666666667,314,332.5375,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,FA_Dur,2,3,4,6,8,obs,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,FA_Mag,8.65224663518392,16.4894782684059,26.8857534081071,53.1872002622628,124.617604019127,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,FA_Tim,9,27.7375,41,50,61.5041666666666,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_Dur_10,1,1,1,2,4,obs,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Peak_Fre_10,1,1,1,1,2,obs,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,SP_Dur,62,80.825,106.266666666667,142.0875,168,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,SP_Mag,51.6361812578202,78.3837292803486,132.023955601944,288.807251142912,591.158390212645,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,SP_Tim,146.958333333333,162.65625,192.0625,219.310416666666,234.91,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Wet_BFL_Dur,46.9575,64,98.325,131,157.4,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Wet_BFL_Mag_10,6.90396333738008,11.2828020570437,16.3692664719898,25.1893593629061,41.2393297507381,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Wet_BFL_Mag_50,15.7316096062467,25.7398442834476,42.5652914413689,69.7497773273132,103.561466828429,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
24843814,Wet_Tim,47.8575,68.7375,89.3166666666666,101.608333333333,118.2725,model,predicted,11062300,ALT,FONTANA UWC BREEDLINE NR FONTANA CA,34.20306344,-117.4494936,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_Dur_2,1,1,3,7,14,inferred,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_Dur_5,1,1,2,3,5,inferred,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_10,920.735165770912,1239.2409995351,1727.1533949123998,2035.28997972492,3031.9276625462,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_2,150.29347151782198,232.765528378432,296.22914406415003,431.24742327544703,725.590300068657,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_5,501.0829,697.5113,1034.054,1199.963,1706.184,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,DS_Dur_WS,70.78,101.725,138.016666666667,172.3875,205.2625,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,DS_Mag_50,1.41783923571674,3.98739332967732,7.92630897871027,11.6472088004249,16.2066070693341,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,DS_Mag_90,4.25416128881803,7.97644361954861,13.7641788639574,21.8109959439607,34.0279689194745,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,DS_Tim,261.8625,283.56875,299,315,334.713333333333,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,FA_Dur,2,3,5,7,13.4,obs,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,FA_Mag,8.09811712973877,16.5413541044463,27.89927275569,58.9840006262129,120.60922371089,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,FA_Tim,9.225,23.65,40.7,49.875,61,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_Dur_10,1,1,1,2,3.4,obs,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Peak_Fre_10,1,1,1,2,2,obs,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,SP_Dur,56.05,75.2875,99.9,137.3,164,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,SP_Mag,48.7804775827171,73.1636853148804,131.760914883189,266.615136976402,552.957949235242,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,SP_ROC,0.048079693221675,0.0595744680851064,0.0759493670886077,0.106203007518797,0.177875188536953,obs,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,SP_Tim,146.576666666666,160.55,187.75,218.75625,236.145833333333,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Wet_BFL_Dur,49.4,67.1666666666667,101.295833333333,133.21875,161.9275,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Wet_BFL_Mag_10,6.36179741579444,10.9403293071309,16.219707243055,24.6110903580826,37.3879728388675,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Wet_BFL_Mag_50,14.8365374797853,25.1729515821491,40.4281432449099,67.6881734017389,100.149341122442,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22555654,Wet_Tim,47,64.5,87.1125,100,113.41,model,predicted,11062800,ALT,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,34.155565,-117.3956025,0.34615384615384615,2,MIXED,low-volume snowmelt and rain
22557744,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_10,1022.17937516991,1473.94409481409,2115.32456039466,2624.16414207535,2857.27724457811,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_2,130.036444712135,193.633548362198,230.257111272667,265.121043597646,356.20288346011597,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_5,533.7503,703.47,774.8404,1191.817,1584.588,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,DS_Dur_WS,79.125,115.275,154.833333333333,197.28125,237.546666666667,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,DS_Mag_50,0.218267528657844,1.42707430193294,3.04291851413092,4.92190245296943,7.69794324003759,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,DS_Mag_90,1.36460173688498,3.31543380731966,6.22448126500302,9.33868278044073,15.0966914435974,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,DS_Tim,236.99,267,289.95,315.116666666667,335.505,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,FA_Dur,2,3,4,6,8,obs,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,FA_Mag,2.99560970406706,5.85082223106197,14.8641474828794,31.1786944562053,56.8077487189319,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,FA_Tim,9.4875,25.125,42,52.025,62.1,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_Dur_10,1,1,1,2,4,obs,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Peak_Fre_10,1,1,1,1,2,obs,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,SP_Dur,38.6658333333334,59.3125,90.6833333333334,127.95,164.275,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,SP_Mag,14.7382967551412,28.6497061975153,65.3259678505845,151.375160997262,321.950045275747,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,SP_Tim,141.983333333334,154.7375,173.275,194.4,225.033333333334,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Wet_BFL_Dur,36,60.4,91.1250000000001,128.13125,159.853333333333,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Wet_BFL_Mag_10,2.18595820481486,4.44420569816022,7.41027651056261,11.4042868749317,17.8187917715977,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Wet_BFL_Mag_50,5.12517855826748,8.67382640949642,14.5300921545232,23.0101959774771,38.1861350145129,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22557744,Wet_Tim,42.8825,66.7375,85.3333333333333,98.38125,107.3,model,predicted,11063510,ALT,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,0.3103448275862069,NA,NA,NA
22563032,Peak_Dur_2,1,1,3,8,18.8,inferred,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_Dur_5,1,1.25,2.5,3,5.7,inferred,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_10,3228.27533607341,7525.088560736491,13958.266874129,21615.6702419325,30939.3230076666,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_2,390.719225839246,1130.09176453672,2474.6576540933997,3885.72552917346,5227.023662113689,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_5,1047.546,4239.681,7282.769,10759.79,14297.2,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,DS_Dur_WS,83.9875,115.575,159.083333333333,202.416666666667,242.8475,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,DS_Mag_50,1.38044208356418,13.4036350779492,35.6196411343101,83.0943087735057,144.053552979075,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,DS_Mag_90,10.317082266618,28.4098081687192,68.6863340730624,122.702345931755,203.505269394366,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,DS_Tim,233.95,273.075,298.5625,321.4375,342,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,FA_Dur,2,2,3,4.5,6.5,obs,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,FA_Mag,35.7286619201338,83.6733727546101,244.400875835504,512.813009569931,957.737380585475,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,FA_Tim,7.3,18.6666666666667,41,51,62,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_Dur_10,1,1,1,3,3.6,obs,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Peak_Fre_10,1,1,1,1,1,obs,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,SP_Dur,35.9916666666666,57.825,87.05,123.39375,155.5125,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,SP_Mag,139.418210876182,317.311235640326,679.854475144877,1403.35758376056,2978.3581860722,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,SP_ROC,0.0112125536495315,0.0138458831808586,0.0423051409618574,0.0567460317460317,0.0614253234964019,obs,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,SP_Tim,147,167.385416666667,192.5625,222.8125,242.37,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Wet_BFL_Dur,40,69.875,103.8375,141.55,179.35,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Wet_BFL_Mag_10,8.05230453778132,22.8295076984929,51.7079316872525,100.767322951265,179.707001968058,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Wet_BFL_Mag_50,40.3527186570085,82.1313758278276,155.863784982894,263.83545093892,419.399669131532,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22563032,Wet_Tim,31.8625,55.775,87.275,102.75,124,model,predicted,11066460,ALT,SANTA ANA R A MWD CROSSING CA,33.96862566,-117.4483806,0.34615384615384615,2,MIXED,high-volume snowmelt and rain
22535256,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_10,294.406853416284,1508.03308139173,2363.8717718308803,3491.59252607523,5417.83589960947,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_2,38.2990593593228,165.269144624034,250.822870234282,432.27379795931097,721.445471321643,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_5,221.96,878.5852,1287.184,1881.93,2930.724,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,DS_Dur_WS,69.16,105.6,146.083333333333,194.175,235.298333333334,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,DS_Mag_50,0,0.469359445107476,2.94316120609559,6.13793140703443,14.0114958296829,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,DS_Mag_90,0.640878100361029,1.90758778413013,5.85123208971345,14.7637988877341,26.335560479783,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,DS_Tim,239.3275,275.16875,305.5,329.025,346.0125,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,FA_Dur,2,3,4,6,8,obs,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,FA_Mag,4.45853398420781,9.22385647941577,19.8365773963371,51.4332471284551,100.765980053566,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,FA_Tim,5,16.625,40.9,52.34375,62,model,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_Dur_10,1,1,1,2,4,obs,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
22535256,Peak_Fre_10,1,1,1,1,2,obs,predicted,11069500,ALT,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,0.27499999999999997,2,MIXED,low-volume snowmelt and rain
