p10,p25,p50,p75,p90,metric,comid,result_type,gageid,gagetype,station_nm,lat,lon,MP_metric,class3_id,class3_name,CLASS_NAME
33,51.25,71,92,117.1,Wet_Tim,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
88,97,104.5,114.25,127.3,Peak_Tim_10,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
103.75,113.75,136,151.875,164.5,Peak_Tim_2,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
94,107.5,123.5,140.5,147.4,Peak_Tim_5,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
1,1,1,1.25,1.7000000000000002,Peak_Dur_10,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
1,2,3,5.75,14.5,Peak_Dur_2,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
1,1,1,2,3.8000000000000007,Peak_Dur_5,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
878,878,878,878,878,Peak_10,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
95,95,95,95,95,Peak_2,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
589,589,589,589,589,Peak_5,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
1,1,1,1,1,Peak_Fre_10,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
1,1,2,3.25,4.5,Peak_Fre_2,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
1,1,1,1.5,2.4000000000000004,Peak_Fre_5,22548429,observed,11044350,ALT,SANDIA C NR FALLBROOK CA,33.42447348,-117.249202,0.47368421052631576,3,RAIN,rain and seasonal groundwater
139,198,234,247,285,DS_Dur_WS,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
191,216.5,240,263.5,272.8,DS_Tim,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
0,0,0,0.09,0.985,DS_Mag_50,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
0,0.27,1.8,2.460000000000002,3.1660000000000004,DS_Mag_90,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
4,4,4,6.25,16.000000000000004,FA_Dur,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1.8243343016648128,2.431162473244606,8.040989489355125,19.49231497127063,63.891740961476486,FA_Mag,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
17.2,25,47.5,62.25,72.30000000000001,FA_Tim,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
0.07652680652680655,0.08793621245966737,0.10063291139240509,0.16145668923779874,0.347160760587727,SP_ROC,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
26.6,44,63,84,114,SP_Dur,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1.368,23.9,95,625.5,1232.4000000000003,SP_Mag,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
124.8,147,163,193,214.4,SP_Tim,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
25.4,38,61,87.5,142.8,Wet_BFL_Dur,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
0.01600000000000001,0.202,0.885,2.5915,17.008000000000006,Wet_BFL_Mag_10,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1.086,3.345,8.415,20.325,50.22,Wet_BFL_Mag_50,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
36.60000000000001,64.5,99,121,128.8,Wet_Tim,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
102.2,104,107,121.5,130.2,Peak_Tim_10,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
114,117,135.5,148,180,Peak_Tim_2,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
91.5,102.5,110,130.25,140.5,Peak_Tim_5,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1,1,1,1.5,1.7999999999999998,Peak_Dur_10,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1,3,4,15,21.4,Peak_Dur_2,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1,1,1.5,2,2,Peak_Dur_5,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1512,1512,1512,1512,1512,Peak_10,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
142,142,142,142,142,Peak_2,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1131.6000000000006,1131.6000000000006,1131.6000000000006,1131.6000000000006,1131.6000000000006,Peak_5,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1,1,1,1.5,1.7999999999999998,Peak_Fre_10,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1,1,2,4,5.800000000000001,Peak_Fre_2,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
1,1,1,1,1.5,Peak_Fre_5,22548441,observed,11044800,ALT,DE LUZ C NR DE LUZ CA,33.4197511,-117.3217044,0.27083333333333337,3,RAIN,rain and seasonal groundwater
NA,NA,NA,NA,NA,DS_Dur_WS,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
175.5,191,207,222.25,233,DS_Tim,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
NA,NA,NA,NA,NA,DS_Mag_50,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
NA,NA,NA,NA,NA,DS_Mag_90,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
2.1999999999999997,4,7,17,19.4,FA_Dur,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
2.1720024344209836,3.188094913880843,13.581389198709529,14.48170635365052,27.36017601989405,FA_Mag,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
21.2,26,51,66,66,FA_Tim,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
0.08778406168516059,0.10980725623582764,0.11697530864197522,0.12758721361585945,0.1314227279776675,SP_ROC,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
18,21.25,43.5,77.75,102.5,SP_Dur,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
81.85,135,152.5,407,890.5,SP_Mag,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
115,145.25,155,173,181.5,SP_Tim,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
29.5,43.25,47.5,60.75,66.5,Wet_BFL_Dur,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
0,2.5000000000000136e-4,0.08050000000000002,2.665,5.075,Wet_BFL_Mag_10,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
0.875,1.855,5.085,19.7825,26.75,Wet_BFL_Mag_50,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
76.5,87.25,107.5,118.75,124,Wet_Tim,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
86,92,102,123.5,136.39999999999998,Peak_Tim_10,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
102.5,113.375,128.25,143.125,148.5,Peak_Tim_2,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
97,118.75,138,142.25,150.5,Peak_Tim_5,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
1,1,1,1.5,1.7999999999999998,Peak_Dur_10,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
9.5,11.25,19.5,35.25,44.5,Peak_Dur_2,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
1,1.25,2.5,3.75,6,Peak_Dur_5,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
904.2000000000004,904.2000000000004,904.2000000000004,904.2000000000004,904.2000000000004,Peak_10,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
23,23,23,23,23,Peak_2,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
406.60000000000014,406.60000000000014,406.60000000000014,406.60000000000014,406.60000000000014,Peak_5,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
1,1,1,1,1,Peak_Fre_10,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
3.5,4,4.5,5.75,7.5,Peak_Fre_2,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
1,1,1.5,2.75,3.5,Peak_Fre_5,20350869,observed,11046360,ALT,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,0.08974358974358974,3,RAIN,rain and seasonal groundwater
124.8,174.25,209.5,240.75,288.90000000000003,DS_Dur_WS,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
194,211.5,228,270,283,DS_Tim,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
0,0,0,0.4875,2.679000000000001,DS_Mag_50,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
0,0.03,0.6345000000000001,4.824999999999999,9.636000000000006,DS_Mag_90,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
2.5,4,4.5,10,14.5,FA_Dur,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1.319244749632601,1.4614741123247703,3.5956556864748395,14.607652241663809,27.72672685386796,FA_Mag,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
13.5,18.5,30.5,43.75,54,FA_Tim,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
0.06962025316455706,0.08382644969546732,0.12690355329949238,0.195,0.3675213675213675,SP_ROC,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
20,34,67,119.5,145,SP_Dur,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
9,24,144,535,2110,SP_Mag,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
105,142,161,193.5,207,SP_Tim,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
22,40,64,110.5,154,Wet_BFL_Dur,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
0,0,1.91,3.4370000000000003,11.2,Wet_BFL_Mag_10,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1.01,1.7675,5.59,15.75,76,Wet_BFL_Mag_50,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
46,57.5,83,100,124,Wet_Tim,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
88,97,124,148.25,152.3,Peak_Tim_10,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
106.15,116.625,125.25,146.75,158.4,Peak_Tim_2,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
102.6,120.5,136,140,147.8,Peak_Tim_5,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1,1,1,1,1,Peak_Dur_10,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1,2,3,10.75,26.6,Peak_Dur_2,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1,1.5,4,5,5.4,Peak_Dur_5,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
4910.000000000003,4910.000000000003,4910.000000000003,4910.000000000003,4910.000000000003,Peak_10,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
234,234,234,234,234,Peak_2,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1254,1254,1254,1254,1254,Peak_5,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1,1,1,1,1,Peak_Fre_10,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1,2,2,3.75,6.300000000000001,Peak_Fre_2,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
1,1,2,2.5,3,Peak_Fre_5,20348919,observed,11046530,ALT,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,0.29545454545454547,3,RAIN,rain and seasonal groundwater
74,98.75,135,183.75,208,DS_Dur_WS,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
219.2,248.5,298,311.5,339,DS_Tim,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
0.35,0.42,0.49,0.58375,0.635,DS_Mag_50,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
0.5445000000000001,0.605,0.7045000000000001,0.8175,1.0829999999999995,DS_Mag_90,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
2,2,2,3.75,5.400000000000002,FA_Dur,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
1.4292780456067895,2.3823270056818653,6.185150635774322,8.410086509598628,10.878066846428371,FA_Mag,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
4.3,8.5,12.5,16,30.4,FA_Tim,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
0.06332465796429253,0.07110917537746803,0.07659713168187741,0.08898164433104606,0.10023843776641088,SP_ROC,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
47.6,76,112,150.5,164.2,SP_Dur,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
4.883999999999999,9.93,30.4,78.4,280.79999999999995,SP_Mag,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
138.4,145,161,203.5,230.6,SP_Tim,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
49.5,79.75,112.5,150.75,175.5,Wet_BFL_Dur,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
0.345,0.38,0.495,0.60775,0.6695,Wet_BFL_Mag_10,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
0.5475,0.61,0.7775000000000001,1.03625,2.425,Wet_BFL_Mag_50,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
27,36.75,50.5,66.25,81,Wet_Tim,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
85.95,91.875,101.75,111.625,117.55,Peak_Tim_10,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
55.24999999999999,94.5,107,131,149.7,Peak_Tim_2,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
86.7,95.25,106.5,118.75,129.1,Peak_Tim_5,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
1.1,1.25,1.5,1.75,1.9,Peak_Dur_10,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
1,1,1.5,2.75,5.399999999999999,Peak_Dur_2,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
1,1,1.5,3,4.800000000000001,Peak_Dur_5,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
280.79999999999995,280.79999999999995,280.79999999999995,280.79999999999995,280.79999999999995,Peak_10,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
64.1,64.1,64.1,64.1,64.1,Peak_2,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
137.8,137.8,137.8,137.8,137.8,Peak_5,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
1.1,1.25,1.5,1.75,1.9,Peak_Fre_10,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
1,1,1.5,2,3.1999999999999993,Peak_Fre_2,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
1,1,1.5,2.75,4.1000000000000005,Peak_Fre_5,20355520,observed,11048600,ALT,BONITA C A IRVINE CA,33.64502095,-117.8611673,0.375,3,RAIN,rain and seasonal groundwater
51,67.5,95,138.5,164.6,DS_Dur_WS,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
296,319.25,335,394,400.7,DS_Tim,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
0,0,0,1.15,1.8399999999999992,DS_Mag_50,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
0.7920000000000003,1.5450000000000002,2.8,3.6,4.08,DS_Mag_90,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
1.7999999999999998,3,3,3,3,FA_Dur,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
3.0436907897833345,3.2266919122447444,3.972965782161374,5.371877094008656,7.067975994872234,FA_Mag,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
